order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-02-09__42ff6edc84__000,7201.T,SELL,100.0,MKT,,40310.00061035156,filled,2026-04-05T01:12:59,100.0,40289.8456,40.289846,0.0,1,402.898456,0.0
