order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-02-13__4832668ef4__000,4005.T,BUY,100.0,MKT,,56229.998779296875,filled,2026-04-05T01:13:26,100.0,56258.1138,56.258114,0.0,1,562.581138,0.0
