order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-02-27__75132a7010__000,7201.T,SELL,100.0,MKT,,43320.001220703125,filled,2026-04-03T23:51:46,100.0,43298.341199999995,43.298341,0.0,1,432.98341199999993,0.0
2026-02-27__75132a7010__001,9434.T,SELL,100.0,MKT,,21380.00030517578,filled,2026-04-03T23:51:46,100.0,21369.3103,21.36931,0.0,1,213.693103,0.0
