order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-03-05__361f25bda5__001,4005.T,SELL,100.0,MKT,,48920.001220703125,filled,2026-04-05T01:15:06,100.0,48895.5412,48.895541,0.0,1,488.955412,0.0
2026-03-05__361f25bda5__000,5401.T,SELL,100.0,MKT,,59990.00244140625,filled,2026-04-05T01:15:06,100.0,59990.002400000005,59.960007,0.0,1,599.900024,0.0
