symbol,target_weight
7267.T,0.0
9432.T,0.17155360556652963
8604.T,0.0
9434.T,0.11985479546526098
7261.T,0.0
7211.T,0.03632215204834138
9501.T,0.06446189401635047
4755.T,0.0
6471.T,0.0
5020.T,0.0
7201.T,0.0
4005.T,0.12863749257121704
5401.T,0.0
