symbol,target_weight,family,family_score,weighted_contribution,factor_count_configured,factor_count_active,is_active_in_mode
6752.T,0.0,fundamental,0.0,0.0,10,7,True
8591.T,0.0,fundamental,0.0,0.0,10,7,True
7269.T,0.0,fundamental,0.0,0.0,10,7,True
4901.T,0.0,fundamental,0.0,0.0,10,7,True
8725.T,0.0,fundamental,0.0,0.0,10,7,True
8801.T,0.0,fundamental,0.0,0.0,10,7,True
4503.T,0.0,fundamental,0.0,0.0,10,7,True
8802.T,0.0,fundamental,0.0,0.0,10,7,True
8604.T,0.0,fundamental,0.0,0.0,10,7,True
8267.T,0.0,fundamental,0.0,0.0,10,7,True
7270.T,0.0,fundamental,0.0,0.0,10,7,True
4661.T,0.0,fundamental,0.0,0.0,10,7,True
7201.T,0.0787084925111964,price,0.3703405733659502,0.029148948245366072,15,15,True
5411.T,0.0,price,-0.49422368971621206,-0.0,15,15,True
7751.T,0.0,price,-0.7057118921072694,-0.0,15,15,True
7733.T,0.0,price,-0.8529218739383545,-0.0,15,15,True
5020.T,0.0,price,0.7406677554144415,0.0,15,15,True
9202.T,0.0,price,-0.3707715098486254,-0.0,15,15,True
6988.T,0.0,price,-0.48090228890719605,-0.0,15,15,True
2503.T,0.0,price,0.43225672088744,0.0,15,15,True
8830.T,0.0,price,0.380469498929781,0.0,15,15,True
7832.T,0.0,price,-0.2669193711132991,-0.0,15,15,True
6506.T,0.0,price,-0.18072735500927453,-0.0,15,15,True
9020.T,0.0,price,-0.30581522133894423,-0.0,15,15,True
3659.T,0.0,price,-0.018724389752002066,-0.0,15,15,True
8697.T,0.0,price,0.7506684008955793,0.0,15,15,True
6326.T,0.0,price,0.4632556186562205,0.0,15,15,True
9503.T,0.0,price,-0.3130077950191422,-0.0,15,15,True
2502.T,0.0,price,-0.49455254932799014,-0.0,15,15,True
9502.T,0.0,price,0.48957909694769214,0.0,15,15,True
9501.T,0.0,price,-0.17657130192854992,-0.0,15,15,True
6723.T,0.0,price,0.2153489853363024,0.0,15,15,True
9201.T,0.0,price,-0.5447835042639366,-0.0,15,15,True
8306.T,0.0,price,0.08009004505594917,0.0,15,15,True
7011.T,0.0,price,0.40024385004158025,0.0,15,15,True
3382.T,0.0,price,-0.23950288330726546,-0.0,15,15,True
6758.T,0.0,price,-0.2486522398619638,-0.0,15,15,True
7203.T,0.0,price,0.35605685859356595,0.0,15,15,True
6501.T,0.0,price,-0.11199570555753573,-0.0,15,15,True
1605.T,0.0,price,1.4298561762142135,0.0,15,15,True
7267.T,0.0,price,-0.23859581469312807,-0.0,15,15,True
6702.T,0.0,price,0.27782062445420036,0.0,15,15,True
8001.T,0.0,price,0.1375889189384327,0.0,15,15,True
4568.T,0.0,price,-0.727049989642534,-0.0,15,15,True
9433.T,0.0,price,0.6850261700915105,0.0,15,15,True
9107.T,0.0,price,0.9052349617074609,0.0,15,15,True
6752.T,0.0,price,0.9070568886119987,0.0,15,15,True
8591.T,0.0,price,0.6678927399810562,0.0,15,15,True
7269.T,0.0,price,-0.049872293268412284,-0.0,15,15,True
4901.T,0.0,price,-0.5586070104263793,-0.0,15,15,True
8725.T,0.0,price,0.09006813815022584,0.0,15,15,True
8801.T,0.0,price,-0.6133016822121278,-0.0,15,15,True
4503.T,0.0,price,0.4741815211575998,0.0,15,15,True
8802.T,0.0,price,0.23283218328234725,0.0,15,15,True
8604.T,0.0,price,-0.06013493449042098,-0.0,15,15,True
8267.T,0.0,price,-0.5071630633721002,-0.0,15,15,True
7270.T,0.0,price,-0.4379293239979759,-0.0,15,15,True
4661.T,0.0,price,-0.17685927439125837,-0.0,15,15,True
9432.T,0.030810501810467,price,-0.23853058536909635,-0.007349247032366296,15,15,True
