order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-03-18__79a5b7a4f7__000,7201.T,SELL,100.0,MKT,,36239.99938964844,filled,2026-04-03T23:52:18,100.0,36221.8794,36.221879,0.0,1,362.218794,0.0
