order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-03-17__de656c5d9e__001,4005.T,SELL,100.0,MKT,,48460.00061035156,filled,2026-04-05T01:16:13,100.0,48435.7706,48.435771,0.0,1,484.357706,0.0
2026-03-17__de656c5d9e__000,5401.T,SELL,100.0,MKT,,59250.0,filled,2026-04-05T01:16:13,100.0,59220.375,59.220375,0.0,1,592.20375,0.0
