order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-03-16__1080a640c7__001,4005.T,SELL,100.0,MKT,,48679.998779296875,filled,2026-04-05T01:15:58,100.0,48655.6588,48.655659,0.0,1,486.556588,0.0
2026-03-16__1080a640c7__000,5401.T,SELL,100.0,MKT,,58270.001220703125,filled,2026-04-05T01:15:58,100.0,58270.0012,58.240866,0.0,1,582.700012,0.0
