order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-02-27__0692ed167d__000,4005.T,SELL,100.0,MKT,,56970.001220703125,filled,2026-04-05T01:14:37,100.0,56941.5162,56.941516,0.0,1,569.415162,0.0
2026-02-27__0692ed167d__001,5401.T,BUY,100.0,MKT,,63600.0,filled,2026-04-05T01:14:37,100.0,63631.799999999996,63.6318,0.0,1,636.318,0.0
