order_id,symbol,side,qty,order_type,limit_price,expected_value,status,created_ts,fill_qty,fill_notional,fee,tax,n_fills,vwap,qty_diff
2026-03-03__71174f8dce__001,4005.T,SELL,100.0,MKT,,51110.00061035156,filled,2026-04-05T01:14:55,100.0,51084.4456,51.084446,0.0,1,510.844456,0.0
2026-03-03__71174f8dce__000,5401.T,SELL,100.0,MKT,,62029.998779296875,filled,2026-04-05T01:14:55,100.0,61998.983799999995,61.998984,0.0,1,619.989838,0.0
